# Copied from parent region
region,supplysector,tranSubsector,stub.technology,year,minicam.non.energy.input,input.cost,sce
Bangkok,trn_pass_road,Bus,Liquids,2025,non-energy,1.1346,CORE
Nonthaburi,trn_pass_road,Bus,Liquids,2025,non-energy,1.1346,CORE
Rest of Thailand,trn_pass_road,Bus,Liquids,2025,non-energy,1.1346,CORE
SamutPrakan,trn_pass_road,Bus,Liquids,2025,non-energy,1.1346,CORE
Bangkok,trn_pass_road,Bus,Liquids,2030,non-energy,1.1346,CORE
Nonthaburi,trn_pass_road,Bus,Liquids,2030,non-energy,1.1346,CORE
Rest of Thailand,trn_pass_road,Bus,Liquids,2030,non-energy,1.1346,CORE
SamutPrakan,trn_pass_road,Bus,Liquids,2030,non-energy,1.1346,CORE
Bangkok,trn_pass_road,Bus,Liquids,2035,non-energy,1.1346,CORE
Nonthaburi,trn_pass_road,Bus,Liquids,2035,non-energy,1.1346,CORE
Rest of Thailand,trn_pass_road,Bus,Liquids,2035,non-energy,1.1346,CORE
SamutPrakan,trn_pass_road,Bus,Liquids,2035,non-energy,1.1346,CORE
Bangkok,trn_pass_road,Bus,Liquids,2040,non-energy,1.1346,CORE
Nonthaburi,trn_pass_road,Bus,Liquids,2040,non-energy,1.1346,CORE
Rest of Thailand,trn_pass_road,Bus,Liquids,2040,non-energy,1.1346,CORE
SamutPrakan,trn_pass_road,Bus,Liquids,2040,non-energy,1.1346,CORE
Bangkok,trn_pass_road,Bus,Liquids,2045,non-energy,1.1346,CORE
Nonthaburi,trn_pass_road,Bus,Liquids,2045,non-energy,1.1346,CORE
Rest of Thailand,trn_pass_road,Bus,Liquids,2045,non-energy,1.1346,CORE
SamutPrakan,trn_pass_road,Bus,Liquids,2045,non-energy,1.1346,CORE
Bangkok,trn_pass_road,Bus,Liquids,2050,non-energy,1.1346,CORE
Nonthaburi,trn_pass_road,Bus,Liquids,2050,non-energy,1.1346,CORE
Rest of Thailand,trn_pass_road,Bus,Liquids,2050,non-energy,1.1346,CORE
SamutPrakan,trn_pass_road,Bus,Liquids,2050,non-energy,1.1346,CORE
Bangkok,trn_pass_road,Bus,Liquids,2055,non-energy,1.1346,CORE
Nonthaburi,trn_pass_road,Bus,Liquids,2055,non-energy,1.1346,CORE
Rest of Thailand,trn_pass_road,Bus,Liquids,2055,non-energy,1.1346,CORE
SamutPrakan,trn_pass_road,Bus,Liquids,2055,non-energy,1.1346,CORE
Bangkok,trn_pass_road,Bus,Liquids,2060,non-energy,1.1346,CORE
Nonthaburi,trn_pass_road,Bus,Liquids,2060,non-energy,1.1346,CORE
Rest of Thailand,trn_pass_road,Bus,Liquids,2060,non-energy,1.1346,CORE
SamutPrakan,trn_pass_road,Bus,Liquids,2060,non-energy,1.1346,CORE
Bangkok,trn_pass_road,Bus,Liquids,2065,non-energy,1.1346,CORE
Nonthaburi,trn_pass_road,Bus,Liquids,2065,non-energy,1.1346,CORE
Rest of Thailand,trn_pass_road,Bus,Liquids,2065,non-energy,1.1346,CORE
SamutPrakan,trn_pass_road,Bus,Liquids,2065,non-energy,1.1346,CORE
Bangkok,trn_pass_road,Bus,Liquids,2070,non-energy,1.1346,CORE
Nonthaburi,trn_pass_road,Bus,Liquids,2070,non-energy,1.1346,CORE
Rest of Thailand,trn_pass_road,Bus,Liquids,2070,non-energy,1.1346,CORE
SamutPrakan,trn_pass_road,Bus,Liquids,2070,non-energy,1.1346,CORE
Bangkok,trn_pass_road,Bus,Liquids,2075,non-energy,1.1346,CORE
Nonthaburi,trn_pass_road,Bus,Liquids,2075,non-energy,1.1346,CORE
Rest of Thailand,trn_pass_road,Bus,Liquids,2075,non-energy,1.1346,CORE
SamutPrakan,trn_pass_road,Bus,Liquids,2075,non-energy,1.1346,CORE
Bangkok,trn_pass_road,Bus,Liquids,2080,non-energy,1.1346,CORE
Nonthaburi,trn_pass_road,Bus,Liquids,2080,non-energy,1.1346,CORE
Rest of Thailand,trn_pass_road,Bus,Liquids,2080,non-energy,1.1346,CORE
SamutPrakan,trn_pass_road,Bus,Liquids,2080,non-energy,1.1346,CORE
Bangkok,trn_pass_road,Bus,Liquids,2085,non-energy,1.1346,CORE
Nonthaburi,trn_pass_road,Bus,Liquids,2085,non-energy,1.1346,CORE
Rest of Thailand,trn_pass_road,Bus,Liquids,2085,non-energy,1.1346,CORE
SamutPrakan,trn_pass_road,Bus,Liquids,2085,non-energy,1.1346,CORE
Bangkok,trn_pass_road,Bus,Liquids,2090,non-energy,1.1346,CORE
Nonthaburi,trn_pass_road,Bus,Liquids,2090,non-energy,1.1346,CORE
Rest of Thailand,trn_pass_road,Bus,Liquids,2090,non-energy,1.1346,CORE
SamutPrakan,trn_pass_road,Bus,Liquids,2090,non-energy,1.1346,CORE
Bangkok,trn_pass_road,Bus,Liquids,2095,non-energy,1.1346,CORE
Nonthaburi,trn_pass_road,Bus,Liquids,2095,non-energy,1.1346,CORE
Rest of Thailand,trn_pass_road,Bus,Liquids,2095,non-energy,1.1346,CORE
SamutPrakan,trn_pass_road,Bus,Liquids,2095,non-energy,1.1346,CORE
Bangkok,trn_pass_road,Bus,Liquids,2100,non-energy,1.1346,CORE
Nonthaburi,trn_pass_road,Bus,Liquids,2100,non-energy,1.1346,CORE
Rest of Thailand,trn_pass_road,Bus,Liquids,2100,non-energy,1.1346,CORE
SamutPrakan,trn_pass_road,Bus,Liquids,2100,non-energy,1.1346,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,1975,non-energy,0.0218,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,1975,non-energy,0.0218,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,1975,non-energy,0.0218,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,1975,non-energy,0.0218,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,1990,non-energy,0.0218,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,1990,non-energy,0.0218,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,1990,non-energy,0.0218,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,1990,non-energy,0.0218,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,2005,non-energy,0.0192,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,2005,non-energy,0.0192,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2005,non-energy,0.0192,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,2005,non-energy,0.0192,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,2010,non-energy,0.0197,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,2010,non-energy,0.0197,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2010,non-energy,0.0197,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,2010,non-energy,0.0197,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,2015,non-energy,0.0202,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,2015,non-energy,0.0202,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2015,non-energy,0.0202,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,2015,non-energy,0.0202,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,2020,non-energy,0.0208,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,2020,non-energy,0.0208,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2020,non-energy,0.0208,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,2020,non-energy,0.0208,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,2025,non-energy,0.0214,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,2025,non-energy,0.0214,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2025,non-energy,0.0214,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,2025,non-energy,0.0214,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,2030,non-energy,0.022,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,2030,non-energy,0.022,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2030,non-energy,0.022,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,2030,non-energy,0.022,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,2035,non-energy,0.0226,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,2035,non-energy,0.0226,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2035,non-energy,0.0226,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,2035,non-energy,0.0226,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,2040,non-energy,0.0233,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,2040,non-energy,0.0233,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2040,non-energy,0.0233,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,2040,non-energy,0.0233,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,2045,non-energy,0.024,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,2045,non-energy,0.024,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2045,non-energy,0.024,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,2045,non-energy,0.024,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,2050,non-energy,0.0248,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,2050,non-energy,0.0248,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2050,non-energy,0.0248,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,2050,non-energy,0.0248,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,2055,non-energy,0.0248,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,2055,non-energy,0.0248,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2055,non-energy,0.0248,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,2055,non-energy,0.0248,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,2060,non-energy,0.0248,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,2060,non-energy,0.0248,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2060,non-energy,0.0248,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,2060,non-energy,0.0248,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,2065,non-energy,0.0248,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,2065,non-energy,0.0248,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2065,non-energy,0.0248,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,2065,non-energy,0.0248,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,2070,non-energy,0.0248,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,2070,non-energy,0.0248,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2070,non-energy,0.0248,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,2070,non-energy,0.0248,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,2075,non-energy,0.0248,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,2075,non-energy,0.0248,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2075,non-energy,0.0248,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,2075,non-energy,0.0248,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,2080,non-energy,0.0248,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,2080,non-energy,0.0248,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2080,non-energy,0.0248,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,2080,non-energy,0.0248,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,2085,non-energy,0.0248,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,2085,non-energy,0.0248,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2085,non-energy,0.0248,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,2085,non-energy,0.0248,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,2090,non-energy,0.0248,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,2090,non-energy,0.0248,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2090,non-energy,0.0248,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,2090,non-energy,0.0248,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,2095,non-energy,0.0248,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,2095,non-energy,0.0248,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2095,non-energy,0.0248,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,2095,non-energy,0.0248,CORE
Bangkok,trn_pass_road_LDV,2W and 3W,Liquids,2100,non-energy,0.0248,CORE
Nonthaburi,trn_pass_road_LDV,2W and 3W,Liquids,2100,non-energy,0.0248,CORE
Rest of Thailand,trn_pass_road_LDV,2W and 3W,Liquids,2100,non-energy,0.0248,CORE
SamutPrakan,trn_pass_road_LDV,2W and 3W,Liquids,2100,non-energy,0.0248,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,1975,non-energy,0.173,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,1975,non-energy,0.173,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,1975,non-energy,0.173,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,1975,non-energy,0.173,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,1990,non-energy,0.173,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,1990,non-energy,0.173,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,1990,non-energy,0.173,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,1990,non-energy,0.173,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,2005,non-energy,0.1303,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,2005,non-energy,0.1303,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,2005,non-energy,0.1303,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,2005,non-energy,0.1303,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,2010,non-energy,0.1327,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,2010,non-energy,0.1327,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,2010,non-energy,0.1327,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,2010,non-energy,0.1327,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,2015,non-energy,0.1351,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,2015,non-energy,0.1351,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,2015,non-energy,0.1351,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,2015,non-energy,0.1351,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,2020,non-energy,0.1445,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,2020,non-energy,0.1445,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,2020,non-energy,0.1445,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,2020,non-energy,0.1445,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,2025,non-energy,0.151,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,2025,non-energy,0.151,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,2025,non-energy,0.151,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,2025,non-energy,0.151,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,2030,non-energy,0.1574,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,2030,non-energy,0.1574,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,2030,non-energy,0.1574,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,2030,non-energy,0.1574,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,2035,non-energy,0.1607,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,2035,non-energy,0.1607,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,2035,non-energy,0.1607,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,2035,non-energy,0.1607,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,2040,non-energy,0.1646,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,2040,non-energy,0.1646,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,2040,non-energy,0.1646,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,2040,non-energy,0.1646,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,2045,non-energy,0.1683,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,2045,non-energy,0.1683,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,2045,non-energy,0.1683,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,2045,non-energy,0.1683,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,2050,non-energy,0.1721,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,2050,non-energy,0.1721,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,2050,non-energy,0.1721,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,2050,non-energy,0.1721,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,2055,non-energy,0.1721,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,2055,non-energy,0.1721,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,2055,non-energy,0.1721,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,2055,non-energy,0.1721,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,2060,non-energy,0.1721,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,2060,non-energy,0.1721,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,2060,non-energy,0.1721,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,2060,non-energy,0.1721,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,2065,non-energy,0.1721,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,2065,non-energy,0.1721,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,2065,non-energy,0.1721,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,2065,non-energy,0.1721,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,2070,non-energy,0.1721,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,2070,non-energy,0.1721,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,2070,non-energy,0.1721,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,2070,non-energy,0.1721,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,2075,non-energy,0.1721,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,2075,non-energy,0.1721,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,2075,non-energy,0.1721,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,2075,non-energy,0.1721,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,2080,non-energy,0.1721,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,2080,non-energy,0.1721,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,2080,non-energy,0.1721,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,2080,non-energy,0.1721,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,2085,non-energy,0.1721,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,2085,non-energy,0.1721,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,2085,non-energy,0.1721,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,2085,non-energy,0.1721,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,2090,non-energy,0.1721,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,2090,non-energy,0.1721,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,2090,non-energy,0.1721,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,2090,non-energy,0.1721,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,2095,non-energy,0.1721,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,2095,non-energy,0.1721,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,2095,non-energy,0.1721,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,2095,non-energy,0.1721,CORE
Bangkok,trn_pass_road_LDV_4W,Car,Liquids,2100,non-energy,0.1721,CORE
Nonthaburi,trn_pass_road_LDV_4W,Car,Liquids,2100,non-energy,0.1721,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Car,Liquids,2100,non-energy,0.1721,CORE
SamutPrakan,trn_pass_road_LDV_4W,Car,Liquids,2100,non-energy,0.1721,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,1975,non-energy,0.3003,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,1975,non-energy,0.3003,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,1975,non-energy,0.3003,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,1975,non-energy,0.3003,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,1990,non-energy,0.3003,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,1990,non-energy,0.3003,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,1990,non-energy,0.3003,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,1990,non-energy,0.3003,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2005,non-energy,0.2264,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2005,non-energy,0.2264,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2005,non-energy,0.2264,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2005,non-energy,0.2264,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2010,non-energy,0.2305,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2010,non-energy,0.2305,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2010,non-energy,0.2305,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2010,non-energy,0.2305,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2015,non-energy,0.2347,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2015,non-energy,0.2347,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2015,non-energy,0.2347,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2015,non-energy,0.2347,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2020,non-energy,0.2512,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2020,non-energy,0.2512,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2020,non-energy,0.2512,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2020,non-energy,0.2512,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2025,non-energy,0.2625,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2025,non-energy,0.2625,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2025,non-energy,0.2625,CORE
SamutPrakan,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2025,non-energy,0.2625,CORE
Bangkok,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2030,non-energy,0.2738,CORE
Nonthaburi,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2030,non-energy,0.2738,CORE
Rest of Thailand,trn_pass_road_LDV_4W,Large Car and Truck,Liquids,2030,non-energy,0.2738,CORE
